planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
Kepler-511 c;1;26.62946276;0.181300;2.940;89.950;0.000000;62.88;;718;5951.00;1.36;1.12
Kepler-511 c;1;26.62942000;0.175000;2.190;89.950;0.000000;;;609;5780.00;1.00;1.00
Kepler-511 c;1;26.62941953;;;;;;;;6023.54;1.63;1.12
Kepler-511 c;1;26.62946276;0.171770;3.680;;;101.60;;;5837.00;1.70;0.95
Kepler-511 c;1;26.62949944;;4.210;;;;;;5866.00;1.42;0.96
Kepler-511 c;1;26.62946276;0.181300;2.940;89.950;0.000000;62.88;;718;5951.00;1.36;1.12
Kepler-512 b;1;34.43587975;0.203800;1.980;89.950;0.000000;27.67;;585;6100.00;0.96;0.95
Kepler-512 b;1;34.43587975;0.203800;1.980;89.950;0.000000;27.67;;585;6100.00;0.96;0.95
Kepler-512 b;1;34.43596883;;;;;;;;6143.00;1.13;1.16
Kepler-512 b;1;34.43593870;0.219400;2.780;89.980;0.000000;42.68;;652;5929.00;1.36;1.19
Kepler-512 b;1;34.43587975;0.203800;1.980;89.950;0.000000;27.67;;585;6100.00;0.96;0.95
Kepler-512 b;1;34.43587975;;2.690;;;;;;5997.00;1.30;1.17
Kepler-512 b;1;34.43582968;;;;;;;;6143.00;1.13;1.16
Kepler-512 b;1;34.43576000;0.212000;2.300;88.240;0.000000;;;592;6125.00;1.02;1.06
Kepler-512 b;1;34.43587975;0.213950;2.329;;;33.70;;;6051.00;1.13;1.10
Kepler-512 b;1;34.43593870;;;;;;;;6143.00;1.13;1.16
Kepler-512 b;1;;;2.320;;;32.33;;;6051.00;1.14;
Kepler-513 b;1;28.86235584;0.183600;2.190;89.950;0.000000;39.34;;639;6084.00;1.04;0.99
Kepler-513 b;1;28.86235584;;2.200;;;;;;5849.00;1.06;1.02
Kepler-513 b;1;28.86236571;;;;;;;;5872.00;1.06;1.06
Kepler-513 b;1;28.86237473;;;;;;;;5872.00;1.06;1.06
Kepler-513 b;1;28.86237721;;;;;;;;5872.00;1.06;1.06
Kepler-513 b;1;;;2.541;;;36.53;;;5748.00;1.09;
Kepler-513 b;1;28.86235584;0.177900;2.274;;;36.00;;;5748.00;1.08;0.90
Kepler-513 b;1;28.86231000;0.187000;2.400;88.810;0.000000;;;644;6089.00;1.07;1.04
Kepler-513 b;1;28.86235584;0.183600;2.190;89.950;0.000000;39.34;;639;6084.00;1.04;0.99
Kepler-513 b;1;28.86236571;0.178900;2.530;88.350;0.000000;35.56;;623;5725.00;1.09;0.92
Kepler-513 b;1;28.86235584;0.183600;2.190;89.950;0.000000;39.34;;639;6084.00;1.04;0.99
Kepler-514 b;2;5.65178735;;;;;;;;5998.99;1.39;1.11
Kepler-514 b;2;5.65179605;0.064200;1.490;89.950;0.000000;546.32;;1233;6292.00;1.27;1.10
Kepler-514 b;2;;;1.859;;;506.41;;;6155.00;1.34;
Kepler-514 b;2;5.65181706;;;;;;;;5998.99;1.39;1.11
Kepler-514 b;2;5.65183800;0.065000;1.650;84.800;0.000000;;;1230;6282.00;1.28;1.13
Kepler-514 b;2;5.65178922;;;;;;;;5998.99;1.39;1.11
Kepler-514 b;2;5.65178922;0.067600;2.030;81.850;0.000000;574.71;;1248;6085.00;1.46;1.29
Kepler-514 b;2;5.65179605;0.065590;1.554;;;523.50;;;6155.00;1.32;1.18
Kepler-514 b;2;5.65179605;0.064200;1.490;89.950;0.000000;546.32;;1233;6292.00;1.27;1.10
Kepler-514 b;2;5.65179605;;1.720;;;;;;6106.00;1.44;1.28
Kepler-514 b;2;5.65179605;0.064200;1.490;89.950;0.000000;546.32;;1233;6292.00;1.27;1.10
Kepler-515 b;2;19.96371318;;1.460;;;;;;5293.00;0.83;0.90
Kepler-515 b;2;19.96367208;0.133300;1.500;88.510;0.000000;23.88;;564;5250.00;0.79;0.79
Kepler-515 b;2;19.96371318;0.144300;1.750;88.240;0.000000;47.97;;671;5780.00;1.00;1.00
Kepler-515 b;2;19.96367208;;;;;;;;;;
Kepler-515 b;2;19.96364808;;;;;;;;;;
Kepler-515 b;2;19.96371318;0.144300;1.750;88.240;0.000000;47.97;;671;5780.00;1.00;1.00
Kepler-515 b;2;19.96371318;0.144300;1.750;88.240;0.000000;47.97;;671;5780.00;1.00;1.00
Kepler-515 b;2;19.96359000;0.144000;1.430;89.950;0.000000;;;672;5780.00;1.00;1.00
Kepler-515 b;2;19.96366890;;;;;;;;;;
Kepler-516 b;1;24.85466504;;;;;;;;6731.00;1.84;1.43
Kepler-516 b;1;24.85462415;0.188700;4.970;88.240;0.000000;178.98;;933;6956.00;1.74;1.45
Kepler-516 b;1;24.85466504;0.199200;7.610;87.080;0.000000;339.33;;1095;6967.00;2.53;1.70
Kepler-516 b;1;24.85462415;;5.740;;;;;;7099.00;2.02;1.62
Kepler-516 b;1;24.85463056;;;;;;;;6731.00;1.84;1.43
Kepler-516 b;1;24.85462415;0.188700;4.970;88.240;0.000000;178.98;;933;6956.00;1.74;1.45
Kepler-516 b;1;24.85462415;0.188700;4.970;88.240;0.000000;178.98;;933;6956.00;1.74;1.45
Kepler-516 b;1;24.85468700;0.187000;4.800;87.660;0.000000;;;908;6954.00;1.64;1.41
Kepler-516 b;1;;;5.471;;;174.58;;;6954.00;1.82;
Kepler-517 b;2;60.92832271;0.288000;2.870;89.950;0.000000;11.97;;474;5598.00;1.06;0.86
Kepler-517 b;2;60.92832271;;2.670;;;;;;5690.00;0.98;0.95
Kepler-517 b;2;60.92920000;0.294000;3.120;88.810;0.000000;;;462;5598.00;1.03;0.91
Kepler-517 b;2;60.92832271;0.288000;2.870;89.950;0.000000;11.97;;474;5598.00;1.06;0.86
Kepler-517 b;2;60.92832271;0.288000;2.870;89.950;0.000000;11.97;;474;5598.00;1.06;0.86
Kepler-517 b;2;60.92818866;0.289700;2.780;89.990;0.000000;11.28;;467;5638.00;1.02;0.87
Kepler-517 b;2;60.92832271;0.286820;2.727;;;10.60;;;5563.00;1.01;0.85
Kepler-517 b;2;60.92818866;;;;;;;;5604.05;1.04;0.99
Kepler-517 b;2;;;2.759;;;10.55;;;5563.00;1.01;
Kepler-517 b;2;60.92832947;;;;;;;;5604.05;1.04;0.99
Kepler-517 b;2;60.92828898;;;;;;;;5604.05;1.04;0.99
Kepler-518 b;1;8.51203774;0.081000;2.140;89.990;0.000000;117.11;;839;5767.00;0.88;0.98
Kepler-518 b;1;8.51203588;0.079960;2.214;;;135.10;;;5802.00;0.92;0.94
Kepler-518 b;1;8.51203687;;;;;;;;5953.00;0.90;1.09
Kepler-518 b;1;8.51203774;;;;;;;;5953.00;0.90;1.09
Kepler-518 b;1;8.51203588;0.086100;4.380;89.950;0.000000;580.47;;1252;6164.00;1.82;1.17
Kepler-518 b;1;;;2.252;;;133.32;;;5802.00;0.93;
Kepler-518 b;1;8.51203588;;2.110;;;;;;5842.00;0.88;0.96
Kepler-518 b;1;8.51205000;0.086000;5.100;87.090;0.000000;;;1260;6150.00;1.85;1.19
Kepler-518 b;1;8.51203588;0.086100;4.380;89.950;0.000000;580.47;;1252;6164.00;1.82;1.17
Kepler-518 b;1;8.51204786;;;;;;;;5953.00;0.90;1.09
Kepler-518 b;1;8.51203588;0.086100;4.380;89.950;0.000000;580.47;;1252;6164.00;1.82;1.17
Kepler-519 b;2;24.30793833;;;;;;;;5272.08;0.82;0.90
Kepler-519 b;2;24.30789460;0.159900;2.110;89.950;0.000000;19.39;;535;5377.00;0.81;0.92
Kepler-519 b;2;24.30798300;0.161000;2.290;89.380;0.000000;;;555;5407.00;0.87;0.94
Kepler-519 b;2;;;2.163;;;19.87;;;5347.00;0.83;
Kepler-519 b;2;24.30789460;0.159900;2.110;89.950;0.000000;19.39;;535;5377.00;0.81;0.92
Kepler-519 b;2;24.30784323;0.159400;2.140;89.630;0.000000;18.87;;532;5313.00;0.82;0.91
Kepler-519 b;2;24.30789460;0.159320;2.133;;;19.60;;;5347.00;0.82;0.91
Kepler-519 b;2;24.30788504;;;;;;;;5272.08;0.82;0.90
Kepler-519 b;2;24.30789460;;2.100;;;;;;5260.00;0.80;0.89
Kepler-519 b;2;24.30784323;;;;;;;;5272.08;0.82;0.90
Kepler-519 b;2;24.30789460;0.159900;2.110;89.950;0.000000;19.39;;535;5377.00;0.81;0.92
Kepler-52 b;1;7.87735600;0.065000;2.210;87.090;0.000000;;;541;4222.00;0.55;0.58
Kepler-52 b;1;7.87741630;;;;;;;;4116.00;0.68;0.64
Kepler-52 b;1;7.87740709;0.063900;2.330;87.090;0.000000;14.76;;500;3898.00;0.54;0.56
Kepler-52 b;1;;;2.516;;;22.22;;;4127.00;0.62;0.66
Kepler-52 b;1;7.87740709;;2.700;;;;;;4242.00;0.63;0.66
Kepler-52 b;1;7.87741630;0.066500;2.160;89.920;0.000000;22.18;;553;4126.00;0.61;0.63
Kepler-52 b;1;7.87761021;0.063700;1.930;;;;;499;3898.00;0.54;0.56
Kepler-52 b;1;7.87740709;0.063900;2.330;87.090;0.000000;14.76;;500;3898.00;0.54;0.56
Kepler-52 b;1;7.87742645;;;;;;;;4116.00;0.68;0.64
Kepler-52 b;1;;;2.176;;;22.72;;;4127.00;0.62;
Kepler-52 b;1;7.87735650;;2.100;;;;;;4075.00;0.52;0.54
Kepler-52 b;1;7.87740709;0.063900;2.330;87.090;0.000000;14.76;;500;3898.00;0.54;0.56
Kepler-52 b;1;7.87700000;;2.520;;;;;;;0.62;0.66
Kepler-52 b;1;7.88000000;;2.400;;;;;;4163.90;0.63;0.62
Kepler-52 c;1;16.38500000;0.105000;1.930;88.240;0.000000;;;425;4222.00;0.55;0.58
Kepler-52 c;1;;;2.018;;;8.55;;;4127.00;0.62;
Kepler-52 c;1;16.38000000;;2.122;;0.012000;;;;4163.90;0.63;0.62
Kepler-52 c;1;16.38522911;0.103790;1.690;;;;;390;3898.00;0.54;0.56
Kepler-52 c;1;16.38485646;0.104100;1.810;89.950;0.000000;5.56;;392;3898.00;0.54;0.56
Kepler-52 c;1;16.38489988;0.108400;2.000;90.000;0.000000;8.35;;433;4126.00;0.61;0.63
Kepler-52 c;1;16.38485646;0.104100;1.810;89.950;0.000000;5.56;;392;3898.00;0.54;0.56
Kepler-52 c;1;16.38500210;;1.840;;;;;;4075.00;0.52;0.54
Kepler-52 c;1;16.38485646;;2.140;;;;;;4242.00;0.63;0.66
Kepler-52 c;1;16.38485646;0.104100;1.810;89.950;0.000000;5.56;;392;3898.00;0.54;0.56
Kepler-52 c;1;16.38500000;;2.200;;;;;;;0.62;0.66
Kepler-52 c;1;;;2.196;;;8.37;;;4127.00;0.62;0.66
Kepler-52 c;1;16.38481298;;1.900;;;5.56;;;4116.00;0.68;0.64
Kepler-52 c;1;16.38489988;;;;;;;;4116.00;0.68;0.64
Kepler-52 c;1;16.38478073;;;;;;;;4116.00;0.68;0.64
Kepler-52 c;1;16.38482024;;;;;;;;4116.00;0.68;0.64
Kepler-52 d;1;36.44519820;;2.140;;;;;;4242.00;0.63;0.66
Kepler-52 d;1;36.44530957;;;;;;;;4116.00;0.68;0.64
Kepler-52 d;1;;;2.012;;;2.94;;;4127.00;0.62;
Kepler-52 d;1;36.44517100;0.182000;1.950;;;;;;4263.00;0.56;
Kepler-52 d;1;36.44519820;0.177400;1.800;89.950;0.000000;1.91;;300;3898.00;0.54;0.56
Kepler-52 d;1;36.44540010;0.184700;1.990;89.980;0.000000;2.88;;332;4126.00;0.61;0.63
Kepler-52 d;1;36.44548195;;;;;;;;4116.00;0.68;0.64
Kepler-52 d;1;36.44519820;0.177400;1.800;89.950;0.000000;1.91;;300;3898.00;0.54;0.56
Kepler-52 d;1;36.44516433;;1.960;;;1.91;;;4116.00;0.68;0.64
Kepler-52 d;1;36.44519820;0.177400;1.800;89.950;0.000000;1.91;;300;3898.00;0.54;0.56
Kepler-52 d;1;36.44591000;0.179000;1.960;88.810;0.000000;;;326;4222.00;0.55;0.58
Kepler-52 d;1;36.44540010;;;;;;;;4116.00;0.68;0.64
Kepler-52 d;1;;;2.224;;;2.88;;;4127.00;0.62;0.66
Kepler-520 b;1;19.67409703;;;;;;;;5919.59;;
Kepler-520 b;1;19.67409703;0.144000;1.780;87.050;0.000000;60.37;;711;6023.00;1.03;1.03
Kepler-520 b;1;19.67416124;0.148700;1.570;88.810;0.000000;59.77;;709;6108.00;1.03;1.13
Kepler-520 b;1;19.67416124;0.148700;1.570;88.810;0.000000;59.77;;709;6108.00;1.03;1.13
Kepler-520 b;1;19.67423000;0.149000;1.800;87.660;0.000000;;;731;6141.00;1.09;1.14
Kepler-520 b;1;19.67416124;;1.660;;;;;;6112.00;1.09;1.10
Kepler-520 b;1;19.67417637;;;;;;;;5919.59;;
Kepler-520 b;1;19.67416124;0.148700;1.570;88.810;0.000000;59.77;;709;6108.00;1.03;1.13
Kepler-520 b;1;19.67415985;;;;;;;;5919.59;;
Kepler-520 b;1;19.67416124;0.146280;2.538;;;153.70;;;6009.00;1.67;1.08
Kepler-520 c;1;5.21105800;0.061000;1.150;85.940;0.000000;;;1143;6141.00;1.09;1.14
Kepler-520 c;1;5.21104261;0.061300;1.050;89.950;0.000000;351.69;;1104;6108.00;1.03;1.13
Kepler-520 c;1;5.21104153;;;;;;;;5919.59;;
Kepler-520 c;1;5.21104101;;;;;;;;5919.59;;
Kepler-520 c;1;5.21104597;0.059400;1.180;83.020;0.000000;354.82;;1107;6023.00;1.03;1.03
Kepler-520 c;1;5.21104261;0.060350;1.703;;;898.80;;;6009.00;1.67;1.08
Kepler-520 c;1;5.21104261;;1.070;;;;;;6112.00;1.09;1.10
Kepler-520 c;1;5.21104261;0.061300;1.050;89.950;0.000000;351.69;;1104;6108.00;1.03;1.13
Kepler-520 c;1;5.21104597;;;;;;;;5919.59;;
Kepler-520 c;1;5.21104261;0.061300;1.050;89.950;0.000000;351.69;;1104;6108.00;1.03;1.13
Kepler-521 b;1;;;3.591;;;160.61;;;6563.00;1.67;
Kepler-521 b;1;22.20813214;0.165500;3.710;89.380;0.000000;184.67;;940;6652.00;1.70;1.23
Kepler-521 b;1;22.20746759;;;;;;;;6663.52;1.62;1.41
Kepler-521 b;1;22.20809549;;;;;;;;6663.52;1.62;1.41
Kepler-521 b;1;22.20813214;0.165500;3.710;89.380;0.000000;184.67;;940;6652.00;1.70;1.23
Kepler-521 b;1;22.20813214;0.171160;3.559;;;151.20;;;6563.00;1.63;1.35
Kepler-521 b;1;22.20813214;;3.180;;;;;;6406.00;1.46;1.34
Kepler-521 b;1;22.20799506;;;;;;;;6663.52;1.62;1.41
Kepler-521 b;1;22.20809549;0.169900;3.020;89.960;0.000000;98.36;;803;6336.00;1.40;1.32
Kepler-521 b;1;22.20813214;0.165500;3.710;89.380;0.000000;184.67;;940;6652.00;1.70;1.23
Kepler-521 b;1;22.20792000;0.173000;4.300;87.090;0.000000;;;953;6658.00;1.82;1.39
Kepler-522 b;1;38.58422849;0.250290;5.899;;;64.50;;;6338.00;1.67;1.40
Kepler-522 b;1;38.58336790;;;;;;;;6373.72;1.74;1.27
Kepler-522 b;1;38.58336790;0.255100;8.560;85.760;0.000000;79.08;;761;6273.00;1.93;1.49
Kepler-522 b;1;38.58336000;0.247000;5.190;87.660;0.000000;;;655;6285.00;1.38;1.34
Kepler-522 b;1;38.58443238;;;;;;;;6373.72;1.74;1.27
Kepler-522 b;1;38.58358886;;6.887;;;76.56;;754;6373.72;1.74;
Kepler-522 b;1;38.58422849;;6.910;;;;;;6392.00;1.98;1.54
Kepler-522 b;1;38.58422849;0.242500;4.760;89.950;0.000000;42.78;;652;6267.00;1.35;1.28
Kepler-522 b;1;38.58437961;;;;;;;;6373.72;1.74;1.27
Kepler-522 b;1;38.58422849;0.242500;4.760;89.950;0.000000;42.78;;652;6267.00;1.35;1.28
Kepler-522 b;1;;;7.521;;;63.85;;;6338.00;1.69;
Kepler-522 b;1;38.58422849;0.242500;4.760;89.950;0.000000;42.78;;652;6267.00;1.35;1.28
Kepler-523 b;1;5.83598390;;;;;;;;5411.40;0.82;0.94
Kepler-523 b;1;5.83598311;;1.960;;;;;;5515.00;0.86;0.93
Kepler-523 b;1;5.83597300;0.063000;2.170;87.660;0.000000;;;915;5527.00;0.89;0.96
Kepler-523 b;1;5.83598311;0.062100;1.930;89.950;0.000000;149.39;;892;5509.00;0.84;0.94
Kepler-523 b;1;5.83598311;0.061590;1.851;;;142.30;;;5529.00;0.80;0.91
Kepler-523 b;1;5.83599485;0.060600;1.920;89.660;0.000000;144.50;;884;5423.00;0.83;0.87
Kepler-523 b;1;5.83598311;0.062100;1.930;89.950;0.000000;149.39;;892;5509.00;0.84;0.94
Kepler-523 b;1;5.83598311;0.062100;1.930;89.950;0.000000;149.39;;892;5509.00;0.84;0.94
Kepler-523 b;1;5.83599485;;;;;;;;5411.40;0.82;0.94
Kepler-523 b;1;;;1.874;;;149.13;;;5529.00;0.81;
Kepler-523 b;1;5.83597706;;;;;;;;5411.40;0.82;0.94
Kepler-524 b;1;7.97415700;0.079000;2.400;83.650;0.000000;;;1056;6024.00;1.25;1.03
Kepler-524 b;1;7.97420583;;;;;;;;5842.52;1.62;1.05
Kepler-524 b;1;7.97421309;;;;;;;;5842.52;1.62;1.05
Kepler-524 b;1;7.97419807;0.079550;2.731;;;412.70;;;5838.00;1.58;1.05
Kepler-524 b;1;7.97419807;0.079000;2.160;89.950;0.000000;300.47;;1062;6049.00;1.25;1.03
Kepler-524 b;1;7.97420583;0.079100;1.850;89.360;0.000000;212.75;;974;5973.00;1.08;1.04
Kepler-524 b;1;7.97412529;;;;;;;;5842.52;1.62;1.05
Kepler-524 b;1;7.97419807;;1.910;;;;;;6014.00;1.10;1.09
Kepler-524 b;1;7.97419807;0.079000;2.160;89.950;0.000000;300.47;;1062;6049.00;1.25;1.03
Kepler-524 b;1;7.97419807;0.079000;2.160;89.950;0.000000;300.47;;1062;6049.00;1.25;1.03
Kepler-524 b;1;;;2.756;;;434.24;;;5838.00;1.61;
Kepler-524 c;1;1.88898128;;;;;;;;5842.52;1.62;1.05
Kepler-524 c;1;1.88899036;;;;;;;;5842.52;1.62;1.05
Kepler-524 c;1;1.88897906;0.030200;1.030;83.650;0.000000;2056.09;;1717;6049.00;1.25;1.03
Kepler-524 c;1;1.88897100;0.030000;990;72.190;0.000000;;;1714;6024.00;1.25;1.03
Kepler-524 c;1;1.88897906;0.030200;1.030;83.650;0.000000;2056.09;;1717;6049.00;1.25;1.03
Kepler-524 c;1;1.88897906;0.030460;1.305;;;2814.40;;;5838.00;1.58;1.05
Kepler-524 c;1;1.88899036;0.030300;830;89.840;0.000000;1449.92;;1574;5973.00;1.08;1.04
Kepler-524 c;1;1.88897906;0.030200;1.030;83.650;0.000000;2056.09;;1717;6049.00;1.25;1.03
Kepler-524 c;1;;;1.235;;;2959.34;;;5838.00;1.61;
Kepler-524 c;1;1.88897906;;960;;;;;;6014.00;1.10;1.09
Kepler-525 b;1;18.68405716;0.139600;3.640;85.700;0.000000;113.34;;832;5548.00;1.61;1.04
Kepler-525 b;1;18.68404933;0.138700;3.640;85.940;0.000000;111.55;;829;5546.00;1.59;1.02
Kepler-525 b;1;18.68412217;;;;;;;;5471.00;2.04;0.96
Kepler-525 b;1;;;4.600;;;176.23;;;5506.00;2.04;
Kepler-525 b;1;18.68421000;0.139000;3.540;85.370;0.000000;;;803;5536.00;1.50;1.03
Kepler-525 b;1;18.68405716;;;;;;;;5471.00;2.04;0.96
Kepler-525 b;1;18.68404933;0.143860;4.564;;;158.00;;;5506.00;1.99;1.14
Kepler-525 b;1;18.68404933;;2.630;;;;;;5573.00;1.15;0.95
Kepler-525 b;1;18.68398102;;;;;;;;5471.00;2.04;0.96
Kepler-525 b;1;18.68404933;0.138700;3.640;85.940;0.000000;111.55;;829;5546.00;1.59;1.02
Kepler-525 b;1;18.68404933;0.138700;3.640;85.940;0.000000;111.55;;829;5546.00;1.59;1.02
Kepler-526 b;1;5.45851000;0.063000;1.840;89.950;0.000000;;;1103;5719.00;1.21;1.13
Kepler-526 b;1;5.45849832;;1.990;;;;;;5894.00;1.14;1.15
Kepler-526 b;1;5.45848223;;;;;;;;5724.56;1.52;1.02
Kepler-526 b;1;5.45849914;0.064000;1.910;85.390;0.000000;344.32;;1099;5914.00;1.14;1.17
Kepler-526 b;1;5.45849832;0.065180;2.615;;;545.80;;;5798.00;1.51;1.24
Kepler-526 b;1;5.45849914;;;;;;;;5724.56;1.52;1.02
Kepler-526 b;1;5.45849677;;;;;;;;5724.56;1.52;1.02
Kepler-526 b;1;;;2.580;;;584.35;;;5798.00;1.53;
Kepler-526 b;1;5.45849832;0.063200;2.180;84.800;0.000000;379.14;;1125;5716.00;1.26;1.13
Kepler-526 b;1;5.45849832;0.063200;2.180;84.800;0.000000;379.14;;1125;5716.00;1.26;1.13
Kepler-526 b;1;5.45849832;0.063200;2.180;84.800;0.000000;379.14;;1125;5716.00;1.26;1.13
Kepler-527 b;1;13.28538800;0.117000;2.500;86.520;0.000000;;;912;6538.00;1.17;1.22
Kepler-527 b;1;13.28535633;0.114200;2.180;89.380;0.000000;150.50;;893;6513.00;1.10;1.12
Kepler-527 b;1;;;2.627;;;147.05;;;6208.00;1.24;
Kepler-527 b;1;13.28535633;0.116460;2.401;;;145.30;;;6208.00;1.22;1.19
Kepler-527 b;1;13.28536452;;;;;;;;6283.50;1.22;1.23
Kepler-527 b;1;13.28534769;;;;;;;;6283.50;1.22;1.23
Kepler-527 b;1;13.28535633;0.114200;2.180;89.380;0.000000;150.50;;893;6513.00;1.10;1.12
Kepler-527 b;1;13.28507221;;;;;;;;6283.50;1.22;1.23
Kepler-527 b;1;13.28535633;0.114200;2.180;89.380;0.000000;150.50;;893;6513.00;1.10;1.12
Kepler-527 b;1;13.28536452;0.117900;4.030;85.870;0.000000;423.65;;1157;6534.00;1.90;1.24
Kepler-527 b;1;13.28535633;;2.840;;;;;;6388.00;1.45;1.28
Kepler-528 b;1;19.78302000;0.145000;1.960;87.660;0.000000;;;675;6014.00;0.94;1.04
Kepler-528 b;1;19.78302590;0.140900;2.100;89.970;0.000000;59.39;;708;5747.00;1.10;0.95
Kepler-528 b;1;;;2.280;;;68.97;;;5724.00;1.19;
Kepler-528 b;1;19.78297415;0.144100;1.820;89.950;0.000000;48.97;;675;6017.00;0.93;1.02
Kepler-528 b;1;19.78297415;0.142190;2.291;;;65.50;;;5724.00;1.17;0.98
Kepler-528 b;1;19.78302590;;;;;;;;5585.22;1.28;0.99
Kepler-528 b;1;19.78303440;;;;;;;;5585.22;1.28;0.99
Kepler-528 b;1;19.78297415;;2.080;;;;;;5807.00;1.06;1.01
Kepler-528 b;1;19.78297415;0.144100;1.820;89.950;0.000000;48.97;;675;6017.00;0.93;1.02
Kepler-528 b;1;19.78299949;;;;;;;;5585.22;1.28;0.99
Kepler-528 b;1;19.78297415;0.144100;1.820;89.950;0.000000;48.97;;675;6017.00;0.93;1.02
Kepler-529 b;1;1.98035766;0.030600;1.500;87.660;0.000000;1143.40;;1483;6248.00;0.89;0.98
Kepler-529 b;1;1.98035667;0.030900;2.100;80.890;0.000000;1808.41;;1662;6078.00;1.19;1.00
Kepler-529 b;1;1.98036010;;;;;;;;;;
Kepler-529 b;1;1.98035766;0.030600;1.500;87.660;0.000000;1143.40;;1483;6248.00;0.89;0.98
Kepler-529 b;1;1.98035766;0.030600;1.500;87.660;0.000000;1143.40;;1483;6248.00;0.89;0.98
Kepler-529 b;1;1.98035667;;;;;;;;;;
Kepler-529 b;1;1.98036190;0.032000;1.920;79.070;0.000000;;;1582;6278.00;1.04;1.13
Kepler-529 b;1;1.98035766;;1.860;;;;;;6087.00;1.14;1.07
Kepler-529 b;1;1.98034999;;;;;;;;;;
Kepler-529 c;1;12.83450220;0.106500;1.570;88.810;0.000000;94.39;;795;6248.00;0.89;0.98
Kepler-529 c;1;12.83443354;;;;;;;;;;
Kepler-529 c;1;12.83404000;0.112000;2.060;86.520;0.000000;;;845;6278.00;1.04;1.13
Kepler-529 c;1;12.83450220;;2.000;;;;;;6087.00;1.14;1.07
Kepler-529 c;1;12.83447558;;;;;;;;;;
Kepler-529 c;1;12.83447710;;;;;;;;;;
Kepler-529 c;1;12.83450220;0.106500;1.570;88.810;0.000000;94.39;;795;6248.00;0.89;0.98
Kepler-529 c;1;12.83447710;0.107500;2.550;83.970;0.000000;149.42;;891;6078.00;1.19;1.00
Kepler-529 c;1;12.83450220;0.106500;1.570;88.810;0.000000;94.39;;795;6248.00;0.89;0.98
Kepler-529 d;1;35.86564840;0.213400;2.440;85.140;0.000000;37.92;;633;6078.00;1.19;1.00
Kepler-529 d;1;35.86573060;0.211300;1.610;88.240;0.000000;23.98;;564;6248.00;0.89;0.98
Kepler-529 d;1;35.86619949;;2.795;;;;;;6078.00;1.19;1.00
Kepler-529 d;1;35.86573060;0.211300;1.610;88.240;0.000000;23.98;;564;6248.00;0.89;0.98
Kepler-529 d;1;35.86286000;0.222000;1.780;88.810;0.000000;;;601;6278.00;1.04;1.13
Kepler-529 d;1;35.86564840;;;;;;;;;;
Kepler-529 d;1;35.86573060;0.211300;1.610;88.240;0.000000;23.98;;564;6248.00;0.89;0.98
Kepler-53 b;1;18.64932728;0.139000;3.120;89.860;0.000000;57.13;;701;5775.00;1.05;1.03
Kepler-53 b;1;18.64929678;0.136100;3.241;;;59.80;;;5766.00;1.06;0.97
Kepler-53 b;1;18.64929678;;2.950;;;;;;5767.00;0.97;0.98
Kepler-53 b;1;18.64900000;;2.840;;;;;;;0.94;1.02
Kepler-53 b;1;18.64934587;;;;;;;;5653.00;1.09;1.00
Kepler-53 b;1;18.64932728;;;;;;;;5653.00;1.09;1.00
Kepler-53 b;1;18.64929678;0.138500;2.900;89.950;0.000000;56.90;;700;6079.00;0.94;1.02
Kepler-53 b;1;;;3.225;;;61.00;;;5766.00;1.09;
Kepler-53 b;1;18.64929678;0.138500;2.900;89.950;0.000000;56.90;;700;6079.00;0.94;1.02
Kepler-53 b;1;18.64895000;0.141000;3.100;88.240;0.000000;;;703;6086.00;0.97;1.06
Kepler-53 b;1;18.64929678;0.138500;2.900;89.950;0.000000;56.90;;700;6079.00;0.94;1.02
Kepler-53 b;1;18.64895250;;2.890;;;;;;5858.00;0.89;0.98
Kepler-53 c;1;38.55831000;0.228000;3.500;88.810;0.000000;;;553;6086.00;0.97;1.06
Kepler-53 c;1;38.55800000;;3.120;;;;;;;0.94;1.02
Kepler-53 c;1;38.55830380;;3.170;;;;;;5858.00;0.89;0.98
Kepler-53 c;1;38.55801645;;;;;;;;5653.00;1.09;1.00
Kepler-53 c;1;;;4.163;;;23.18;;;5766.00;1.09;
Kepler-53 c;1;38.55759140;0.220910;3.986;;;22.70;;;5766.00;1.06;0.97
Kepler-53 c;1;38.55759140;0.224800;3.570;88.240;0.000000;21.60;;550;6079.00;0.94;1.02
Kepler-53 c;1;38.55759140;;3.700;;;;;;5767.00;0.97;0.98
Kepler-53 c;1;38.55759140;0.224800;3.570;88.240;0.000000;21.60;;550;6079.00;0.94;1.02
Kepler-53 c;1;38.55760865;;;;;;;;5653.00;1.09;1.00
Kepler-53 c;1;38.55765460;;;;;;;;5653.00;1.09;1.00
Kepler-53 c;1;38.55765460;0.225500;4.020;87.910;0.000000;21.71;;550;5775.00;1.05;1.03
Kepler-53 c;1;38.55759140;0.224800;3.570;88.240;0.000000;21.60;;550;6079.00;0.94;1.02
Kepler-53 d;1;9.75196200;0.091000;2.120;;;;;;6085.00;0.96;
Kepler-53 d;1;9.75193182;0.089900;2.440;81.930;0.000000;135.05;;869;6079.00;0.94;1.02
